2025-08-19 11:53:41,444 DEBUG Using selector: EpollSelector
2025-08-19 11:55:55,588 DEBUG  ROS Time: 128 |  tasks: 0 | active robots: 10
2025-08-19 11:55:57,591 DEBUG  ROS Time: 130 |  tasks: 0 | active robots: 10
2025-08-19 11:55:59,593 DEBUG  ROS Time: 132 |  tasks: 0 | active robots: 10
2025-08-19 11:56:01,598 DEBUG  ROS Time: 133 |  tasks: 0 | active robots: 10
2025-08-19 11:56:03,600 DEBUG  ROS Time: 134 |  tasks: 0 | active robots: 10
2025-08-19 11:56:05,602 DEBUG  ROS Time: 134 |  tasks: 0 | active robots: 10
2025-08-19 11:56:07,605 DEBUG  ROS Time: 135 |  tasks: 0 | active robots: 10
2025-08-19 11:56:09,608 DEBUG  ROS Time: 136 |  tasks: 0 | active robots: 10
2025-08-19 11:56:11,612 DEBUG  ROS Time: 137 |  tasks: 0 | active robots: 10
2025-08-19 11:56:13,615 DEBUG  ROS Time: 138 |  tasks: 0 | active robots: 10
2025-08-19 11:56:15,619 DEBUG  ROS Time: 139 |  tasks: 0 | active robots: 10
2025-08-19 11:56:17,621 DEBUG  ROS Time: 141 |  tasks: 0 | active robots: 10
2025-08-19 11:56:19,626 DEBUG  ROS Time: 142 |  tasks: 0 | active robots: 10
2025-08-19 11:56:21,629 DEBUG  ROS Time: 142 |  tasks: 0 | active robots: 10
2025-08-19 11:56:23,631 DEBUG  ROS Time: 143 |  tasks: 0 | active robots: 10
2025-08-19 11:56:25,633 DEBUG  ROS Time: 144 |  tasks: 0 | active robots: 10
2025-08-19 11:56:27,635 DEBUG  ROS Time: 146 |  tasks: 0 | active robots: 10
2025-08-19 11:56:29,637 DEBUG  ROS Time: 147 |  tasks: 0 | active robots: 10
2025-08-19 11:56:31,639 DEBUG  ROS Time: 148 |  tasks: 0 | active robots: 10
2025-08-19 11:56:33,641 DEBUG  ROS Time: 149 |  tasks: 0 | active robots: 10
2025-08-19 11:56:35,643 DEBUG  ROS Time: 150 |  tasks: 0 | active robots: 10
2025-08-19 11:56:37,646 DEBUG  ROS Time: 152 |  tasks: 0 | active robots: 10
2025-08-19 11:56:39,649 DEBUG  ROS Time: 153 |  tasks: 0 | active robots: 10
2025-08-19 11:56:41,652 DEBUG  ROS Time: 153 |  tasks: 0 | active robots: 10
2025-08-19 11:56:43,654 DEBUG  ROS Time: 154 |  tasks: 0 | active robots: 10
2025-08-19 11:56:45,660 DEBUG  ROS Time: 156 |  tasks: 0 | active robots: 10
2025-08-19 11:56:47,662 DEBUG  ROS Time: 157 |  tasks: 0 | active robots: 10
2025-08-19 11:56:49,664 DEBUG  ROS Time: 159 |  tasks: 0 | active robots: 10
2025-08-19 11:56:51,666 DEBUG  ROS Time: 160 |  tasks: 0 | active robots: 10
2025-08-19 11:56:53,668 DEBUG  ROS Time: 161 |  tasks: 0 | active robots: 10
2025-08-19 11:56:55,673 DEBUG  ROS Time: 163 |  tasks: 0 | active robots: 10
2025-08-19 11:56:57,675 DEBUG  ROS Time: 164 |  tasks: 0 | active robots: 10
2025-08-19 11:56:59,677 DEBUG  ROS Time: 164 |  tasks: 0 | active robots: 10
2025-08-19 11:57:01,679 DEBUG  ROS Time: 165 |  tasks: 0 | active robots: 10
2025-08-19 11:57:03,682 DEBUG  ROS Time: 166 |  tasks: 0 | active robots: 10
2025-08-19 11:57:05,685 DEBUG  ROS Time: 167 |  tasks: 0 | active robots: 10
2025-08-19 11:57:07,690 DEBUG  ROS Time: 168 |  tasks: 0 | active robots: 10
2025-08-19 11:57:09,694 DEBUG  ROS Time: 169 |  tasks: 0 | active robots: 10
2025-08-19 11:57:11,701 DEBUG  ROS Time: 170 |  tasks: 0 | active robots: 10
2025-08-19 11:57:13,704 DEBUG  ROS Time: 171 |  tasks: 0 | active robots: 10
2025-08-19 11:57:15,707 DEBUG  ROS Time: 172 |  tasks: 0 | active robots: 10
2025-08-19 11:57:17,713 DEBUG  ROS Time: 173 |  tasks: 0 | active robots: 10
2025-08-19 11:57:19,716 DEBUG  ROS Time: 173 |  tasks: 0 | active robots: 10
2025-08-19 11:57:21,722 DEBUG  ROS Time: 174 |  tasks: 0 | active robots: 10
2025-08-19 11:57:23,725 DEBUG  ROS Time: 175 |  tasks: 0 | active robots: 10
2025-08-19 11:57:25,728 DEBUG  ROS Time: 177 |  tasks: 0 | active robots: 10
2025-08-19 11:57:27,731 DEBUG  ROS Time: 179 |  tasks: 0 | active robots: 10
2025-08-19 11:57:29,733 DEBUG  ROS Time: 180 |  tasks: 0 | active robots: 10
2025-08-19 11:57:31,737 DEBUG  ROS Time: 182 |  tasks: 0 | active robots: 10
2025-08-19 11:57:33,741 DEBUG  ROS Time: 183 |  tasks: 0 | active robots: 10
2025-08-19 11:57:35,743 DEBUG  ROS Time: 185 |  tasks: 0 | active robots: 10
2025-08-19 11:57:37,745 DEBUG  ROS Time: 187 |  tasks: 0 | active robots: 10
2025-08-19 11:57:39,749 DEBUG  ROS Time: 188 |  tasks: 0 | active robots: 10
2025-08-19 11:57:41,751 DEBUG  ROS Time: 190 |  tasks: 0 | active robots: 10
2025-08-19 11:57:43,760 DEBUG  ROS Time: 192 |  tasks: 0 | active robots: 10
2025-08-19 11:57:45,762 DEBUG  ROS Time: 195 |  tasks: 0 | active robots: 10
2025-08-19 11:57:47,764 DEBUG  ROS Time: 196 |  tasks: 0 | active robots: 10
2025-08-19 11:57:49,767 DEBUG  ROS Time: 198 |  tasks: 0 | active robots: 10
2025-08-19 11:57:51,769 DEBUG  ROS Time: 200 |  tasks: 0 | active robots: 10
2025-08-19 11:57:53,771 DEBUG  ROS Time: 203 |  tasks: 0 | active robots: 10
2025-08-19 11:57:55,773 DEBUG  ROS Time: 205 |  tasks: 0 | active robots: 10
